[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['Seattle', 5.254079434126255], ['Seattle', 5.171221711168466], ['Seattle', 4.752161462510499], ['Seattle', 4.948932538155506], ['Seattle', 4.862159340811695], ['New York City', 1.3946730557686018], ['New York City', 0.8694268034793287], ['Washington D.C.', 2.7161379559213157], ['Seattle', 4.636816280750671], ['Seattle', 5.47278112585561]]
[['Boston', 2.5082152207322514], ['New York City', 0.24452148736803148], ['Washington D.C.', 3.0112356057556364], ['New York City', 1.112888988239642], ['Boston', 2.319691724819242], ['Philapedia', 3.7214423915160215], ['Boston', 1.5969971893323505], ['Philapedia', 4.163082356228998], ['Philapedia', 3.5697397621425564], ['Boston', 1.7315669746346651]]
[['Seattle', 5.130055173465519], ['Seattle', 5.100927637550089], ['Seattle', 4.3275532509972425], ['Seattle', 4.946107342441699], ['Philapedia', 4.574730561059361], ['Seattle', 5.313861413694935], ['Seattle', 5.118285732118004], ['New York City', 0.7570540878192066], ['Seattle', 4.633181400967973], ['Seattle', 5.178945082973971]]
[['Boston', 1.8364442948161377], ['Washington D.C.', 2.7981704288173592], ['Washington D.C.', 3.328987346306068], ['Philapedia', 4.447358645268777], ['Philapedia', 4.422852499107519], ['Washington D.C.', 3.1259500183432594], ['Philapedia', 4.632048954849625], ['Washington D.C.', 2.7631666562327846], ['Philapedia', 3.839962385994668], ['Washington D.C.', 2.9177831050824126]]
[['Boston', 1.9767256605327839], ['Philapedia', 3.7093355901706824], ['Philapedia', 4.600360254921391], ['Boston', 1.7800975188650916], ['Washington D.C.', 2.844414625752841], ['Philapedia', 3.656769013154652], ['Washington D.C.', 2.7360702207448053], ['Philapedia', 4.280358624328861], ['Washington D.C.', 3.1396380593119684], ['New York City', 0.9533916608880892]]
[['Philapedia', 4.2443762578755235], ['Philapedia', 4.247419776682353], ['Washington D.C.', 3.188659319970831], ['Washington D.C.', 2.9600139682991955], ['Washington D.C.', 3.3943266286757146], ['Washington D.C.', 3.247656371681872], ['Philapedia', 3.7599180230529172], ['Philapedia', 4.113785777435515], ['Washington D.C.', 2.5425229982579296], ['Washington D.C.', 3.4369067245582157]]
[['New York City', 0.8999106005500438], ['Seattle', 4.8797387529268], ['Washington D.C.', 2.819816110649441], ['Seattle', 4.750598460342035], ['New York City', 1.0222499156538563], ['New York City', 0.983933014445532], ['New York City', 0.9985574043872875], ['Seattle', 4.8588012967556455], ['Seattle', 5.220999545555009], ['Washington D.C.', 2.7443081723409004]]
[['Washington D.C.', 2.730721028416332], ['Seattle', 5.236855000335408], ['Seattle', 5.030582063329869], ['Seattle', 5.164599664027988], ['New York City', 1.2055659265684349], ['New York City', 1.1451687457375381], ['New York City', 1.5086511611158429], ['Seattle', 4.918545752993991], ['Seattle', 5.1569220024983835], ['Philapedia', 3.3562293934446097]]
[['Washington D.C.', 2.9602518345702946], ['Washington D.C.', 2.8823382545402625], ['Washington D.C.', 2.7159062037839097], ['New York City', 1.008571790062311], ['Washington D.C.', 3.2142215973508734], ['Washington D.C.', 2.9149524591076537], ['Philapedia', 4.248519701665531], ['Washington D.C.', 3.19912899450585], ['Washington D.C.', 2.357890397837752], ['Washington D.C.', 2.550898677959742]]
[['Philapedia', 3.8324327936034734], ['Boston', 2.2639789033882987], ['Washington D.C.', 2.9407036616274955], ['New York City', 0.8022588456822125], ['Philapedia', 3.7011716173414055], ['Washington D.C.', 3.0472526934466693], ['Washington D.C.', 3.2563429726627713], ['Washington D.C.', 2.797957502484856], ['Philapedia', 4.676101592519387], ['Washington D.C.', 3.320304257986294]]
[['Seattle', 5.001320611285714], ['Philapedia', 3.9220502169784206], ['Philapedia', 3.6713514249565082], ['Philapedia', 4.1601903697605245], ['Washington D.C.', 3.288438553746606], ['Seattle', 5.11808103193152], ['Seattle', 5.5273044388365165], ['New York City', 0.9314898831776934], ['New York City', 1.38879553754601], ['Washington D.C.', 2.827879995470766]]
[['Washington D.C.', 2.897701549769449], ['Washington D.C.', 3.5353669523712], ['Boston', 2.343643525478166], ['Washington D.C.', 2.9179085645928624], ['Washington D.C.', 2.962799335491917], ['Boston', 2.2422786038787], ['Washington D.C.', 3.0337576400685293], ['Philapedia', 4.097382857193266], ['Washington D.C.', 3.0799206581693905], ['Washington D.C.', 3.0321169937611976]]
[['Philapedia', 4.466071897678487], ['Washington D.C.', 2.630165026591942], ['Washington D.C.', 3.4639875670219085], ['Washington D.C.', 3.169736507252302], ['Washington D.C.', 3.4124530597880782], ['Washington D.C.', 3.021622269635511], ['Boston', 1.9849232439963873], ['New York City', 0.38181315897821155], ['Philapedia', 3.3254386990235925], ['Boston', 1.4355714138530962]]
[['Seattle', 5.4254304946097385], ['New York City', 0.9958680269805613], ['Seattle', 5.091798465985421], ['Seattle', 5.3553085755095395], ['Seattle', 5.129755466093711], ['New York City', 0.6873121362862211], ['Seattle', 4.902607306628576], ['New York City', 1.0505319658975232], ['Seattle', 4.871865739007063], ['Seattle', 5.234821583989219]]
[['Washington D.C.', 2.9852796504954013], ['New York City', 1.1155245940825333], ['Washington D.C.', 3.2274279013065694], ['Washington D.C.', 3.0080327809812393], ['Boston', 1.60380402483274], ['Washington D.C.', 2.907861069780149], ['Washington D.C.', 2.7167464087239983], ['Boston', 2.317568124355677], ['Washington D.C.', 3.250447851473915], ['Washington D.C.', 2.7244011539904984]]
[['Seattle', 4.7885685011452415], ['Philapedia', 4.075438118071577], ['Washington D.C.', 3.212583362138211], ['Seattle', 4.789862638500782], ['New York City', 1.2017030911768343], ['Seattle', 4.831123760043207], ['Seattle', 4.362349209611746], ['New York City', 1.2208954239785987], ['Philapedia', 3.6279252081950504], ['New York City', 0.8499965273096]]
[['Seattle', 5.136330409998207], ['Boston', 2.055706583791625], ['Washington D.C.', 3.3369757309701447], ['Boston', 2.1341315255074997], ['Boston', 1.716565299559838], ['Seattle', 5.187577062955345], ['Washington D.C.', 2.7528934145586064], ['Washington D.C.', 3.0921049908406215], ['Boston', 1.9427205310419327], ['Boston', 1.8597949644288319]]
[['Washington D.C.', 3.3590182127586927], ['Philapedia', 4.18011593376444], ['Washington D.C.', 3.0510731789128753], ['Washington D.C.', 2.984622752592084], ['Washington D.C.', 2.861094525482733], ['Philapedia', 3.4890067114386554], ['Washington D.C.', 2.609125735515751], ['New York City', 1.19134019183356], ['Philapedia', 3.6238614397484756], ['Boston', 2.516348396438166]]
[['Washington D.C.', 3.4509712277237115], ['Philapedia', 3.8499608178177134], ['Seattle', 4.917503657002536], ['Philapedia', 4.040315886622268], ['Philapedia', 4.30884651475871], ['Philapedia', 3.9747263594778586], ['Philapedia', 3.7013536822622677], ['Boston', 2.3589322094424534], ['Philapedia', 3.9629715560151726], ['Philapedia', 3.7364203090419994]]
[['Seattle', 4.918988143239969], ['Seattle', 5.014328890474954], ['Seattle', 4.99674784577102], ['Seattle', 4.872085515429465], ['New York City', 0.8454379267957515], ['New York City', 0.7978720113371967], ['Seattle', 4.913887322074765], ['New York City', 1.1821544398936636], ['Seattle', 5.090654951279291], ['Washington D.C.', 3.1705798087675685]]
[['Philapedia', 4.233504435167253], ['Philapedia', 3.856613012969067], ['Washington D.C.', 3.054338934750031], ['Philapedia', 4.096497338473003], ['New York City', 1.3210536303819973], ['Philapedia', 4.2991831852051225], ['Washington D.C.', 2.9148006442340844], ['Washington D.C.', 2.629666270288049], ['Washington D.C.', 3.026949086763156], ['Washington D.C.', 2.853696229683643]]
[['Philapedia', 3.8216394049290323], ['New York City', 1.0163867793019472], ['Boston', 1.3833238489349493], ['Washington D.C.', 2.69125583256911], ['Boston', 2.048093627190102], ['Washington D.C.', 3.2880649978060528], ['Philapedia', 3.9218955142422813], ['Washington D.C.', 2.9303033984716507], ['Philapedia', 3.891132170343708], ['Washington D.C.', 3.000285446984176]]
[['New York City', 0.9727084752047468], ['Philapedia', 4.526846036229745], ['Washington D.C.', 3.230295580781769], ['New York City', 0.719376980677727], ['New York City', 1.12151501180352], ['Philapedia', 4.21409357643285], ['Philapedia', 4.242280757762553], ['Washington D.C.', 3.0603226903153393], ['Washington D.C.', 2.987319688056291], ['Philapedia', 3.7878100203514182]]
[['Washington D.C.', 2.9702602457648735], ['Washington D.C.', 3.7616081697067685], ['Washington D.C.', 3.0304455323156567], ['Washington D.C.', 3.2214765519213935], ['Washington D.C.', 3.3904384165367145], ['Washington D.C.', 2.1757458094183684], ['Washington D.C.', 3.2971945478564986], ['Philapedia', 3.7914617314057617], ['Washington D.C.', 3.5506539090057854], ['Philapedia', 3.849786664571841]]
[['New York City', 1.0434216108167937], ['Philapedia', 4.245294717957685], ['Philapedia', 3.7543106073400554], ['New York City', 0.8174180855508117], ['Washington D.C.', 3.062282985655637], ['Philapedia', 4.813051659123602], ['Boston', 1.949958697808828], ['Washington D.C.', 3.2314578356148336], ['Boston', 1.9683241681335137], ['Washington D.C.', 2.5865197679711978]]
[['New York City', 1.6761286226975525], ['Philapedia', 4.391604002643141], ['Boston', 1.6053933834620426], ['New York City', 1.1862794586104564], ['New York City', 1.6185766493869669], ['Seattle', 5.161001446618451], ['Boston', 2.7053343850865517], ['New York City', 1.119721266379822], ['Boston', 2.402967860144069], ['New York City', 1.2115419684421893]]
[['Philapedia', 4.142712292601917], ['Philapedia', 4.593316101373271], ['Seattle', 5.501320413124919], ['Seattle', 5.305539892460472], ['Seattle', 5.5742902245468615], ['Washington D.C.', 3.3813123328885952], ['Philapedia', 3.7688204978579325], ['Washington D.C.', 2.7319457772842037], ['Seattle', 4.989895988420776], ['Boston', 2.336241486316263]]
[['Boston', 2.5989256853160585], ['Washington D.C.', 3.1765596909845635], ['New York City', 0.5338515603983062], ['New York City', 0.5644082228211877], ['Philapedia', 3.9895091522126647], ['New York City', 0.6502507807980602], ['Washington D.C.', 3.436242779441351], ['Washington D.C.', 2.459790938753181], ['New York City', 0.8244063782171511], ['Washington D.C.', 2.482770467801262]]
[['Washington D.C.', 2.9187623945193204], ['Washington D.C.', 3.1966004149515173], ['Washington D.C.', 2.8483696472859403], ['Washington D.C.', 3.3377893342758695], ['Washington D.C.', 2.977108332757844], ['Washington D.C.', 3.0715699489029538], ['Washington D.C.', 3.270952215079187], ['Washington D.C.', 3.2817241275910773], ['Washington D.C.', 2.754310610221246], ['Philapedia', 3.97500104575963]]
[['Philapedia', 4.082381047589517], ['Boston', 1.6092084189984701], ['Boston', 2.2759899125003273], ['New York City', 0.40603686383800686], ['New York City', 0.8832863289891781], ['Boston', 1.794002063229169], ['Boston', 2.4033820563257557], ['New York City', 0.4666386044362989], ['Philapedia', 3.594814485072358], ['Philapedia', 3.7069824581407786]]
[['Washington D.C.', 2.534530499727224], ['New York City', 1.465242489639028], ['Philapedia', 4.122473468065029], ['Philapedia', 4.686499330315989], ['Washington D.C.', 2.771418643966955], ['Washington D.C.', 3.3317381235082992], ['Boston', 1.556896488888035], ['Washington D.C.', 2.9713511501088767], ['Washington D.C.', 3.578133448404019], ['Washington D.C.', 3.1592912190818594]]
[['Washington D.C.', 3.7450965717937166], ['New York City', 0.6478303527158951], ['Washington D.C.', 3.101992923484092], ['Philapedia', 3.9773550148294334], ['Washington D.C.', 2.5705312614098164], ['Philapedia', 3.4147066974455607], ['Washington D.C.', 3.150359388185575], ['Boston', 2.217524011539801], ['Philapedia', 4.2218565208898475], ['Philapedia', 3.5729686369085853]]
[['Philapedia', 4.021988593766338], ['Philapedia', 4.4234386698172745], ['New York City', 0.5912719810654711], ['Washington D.C.', 3.137633228229342], ['Washington D.C.', 2.6907141273932185], ['Washington D.C.', 2.152190942925228], ['Boston', 1.3988797312020158], ['Washington D.C.', 3.412765681273007], ['Washington D.C.', 2.344545097864753], ['Washington D.C.', 2.9913348429371234]]
[['Philapedia', 4.161784332131458], ['Boston', 1.8218349123553377], ['Philapedia', 4.170116122511319], ['Philapedia', 4.274228457596495], ['Washington D.C.', 3.266813412453273], ['Washington D.C.', 2.9654070032976794], ['Boston', 1.6059868813043594], ['Washington D.C.', 2.9020455662866635], ['Washington D.C.', 3.0589485765607813], ['Washington D.C.', 2.9062988914355325]]
[['Washington D.C.', 2.5844245338216267], ['Boston', 1.951396596673585], ['Washington D.C.', 3.433880475999981], ['Philapedia', 3.5377728613028214], ['Washington D.C.', 3.2610303105548075], ['Washington D.C.', 2.697986847801177], ['Boston', 2.028463349546052], ['New York City', 1.0201093535900287], ['Washington D.C.', 3.205112570553738], ['Philapedia', 4.075199004315647]]
[['Seattle', 5.043605732021808], ['Philapedia', 3.9610434047859173], ['New York City', 1.0806425469708207], ['Seattle', 5.219886653389826], ['Seattle', 4.825879956386804], ['Washington D.C.', 2.967539721785047], ['Seattle', 5.002718183897609], ['Washington D.C.', 3.5082145541576892], ['Philapedia', 3.9499991487795083], ['New York City', 1.2592551479877159]]
[['Philapedia', 4.26199821902346], ['New York City', 0.847483746645526], ['Philapedia', 4.0946472150983135], ['Washington D.C.', 3.0931589009425964], ['Washington D.C.', 2.7410046306055427], ['New York City', 1.5343508557209056], ['Washington D.C.', 3.2843594267402456], ['Philapedia', 4.452977022182669], ['New York City', 1.0141234074193826], ['Washington D.C.', 2.938621947307325]]
[['Philapedia', 3.875357461209502], ['Washington D.C.', 2.663676085736806], ['New York City', 1.3577127382780905], ['Washington D.C.', 3.2822265457058153], ['Washington D.C.', 3.0823532418342126], ['Washington D.C.', 3.2248522777773787], ['Philapedia', 4.060573609509952], ['Washington D.C.', 2.843818377286758], ['Washington D.C.', 2.7156868834857244], ['Washington D.C.', 2.992680988570896]]
[['New York City', 1.5017653455022117], ['New York City', 0.6407904343107266], ['Washington D.C.', 3.2579670806050602], ['Seattle', 5.022548351535065], ['New York City', 1.084012485308661], ['Seattle', 4.4945704558739825], ['Philapedia', 4.714680901288825], ['Seattle', 4.492982879746973], ['Philapedia', 4.027135901033391], ['Philapedia', 4.2252801376267906]]
[['Philapedia', 3.9719587142436343], ['Boston', 1.1088805783179536], ['Washington D.C.', 3.0847190212913174], ['Washington D.C.', 3.065585077319965], ['Washington D.C.', 2.871622592122267], ['New York City', 0.8135265722218836], ['Washington D.C.', 3.10553805765237], ['Washington D.C.', 2.858493774446799], ['Philapedia', 3.8843843145681265], ['Philapedia', 4.455743351808099]]
[['Washington D.C.', 3.080807068063444], ['Washington D.C.', 3.422737823043288], ['Seattle', 4.663880849107382], ['Seattle', 4.8810403674359115], ['Boston', 2.2053747026194728], ['Boston', 1.9585706593281575], ['New York City', 1.289609279564093], ['Washington D.C.', 2.9773514944799935], ['Washington D.C.', 2.870213673045585], ['Boston', 2.3539288456300547]]
[['New York City', 0.8874118015789239], ['Washington D.C.', 2.6258222167456435], ['Seattle', 4.407712372218934], ['New York City', 1.214293128497422], ['Seattle', 5.328076411701277], ['Washington D.C.', 2.810672988517082], ['New York City', 0.7910206455210138], ['Seattle', 5.430378032722623], ['New York City', 0.9119081664710457], ['New York City', 0.4882908746900466]]
[['Washington D.C.', 3.524976137460533], ['Washington D.C.', 3.4846469077500264], ['Washington D.C.', 2.778239274348789], ['Philapedia', 4.290193767292514], ['Boston', 2.0230605166517863], ['Boston', 1.8419782042662445], ['Philapedia', 4.0022644884329255], ['Philapedia', 4.314361136071803], ['Washington D.C.', 3.2752777231435166], ['Washington D.C.', 2.5395157395611365]]
[['Washington D.C.', 3.1810387967453355], ['Washington D.C.', 2.7178366835954106], ['Washington D.C.', 2.8097055529904607], ['Washington D.C.', 2.8488205060433414], ['Philapedia', 4.173436505758786], ['Washington D.C.', 3.401014623075133], ['Washington D.C.', 3.271454633613657], ['Washington D.C.', 2.636647565188725], ['Washington D.C.', 2.870026072634724], ['Philapedia', 3.750607662206898]]
[['Washington D.C.', 3.235874142119332], ['Philapedia', 3.759989975983955], ['Washington D.C.', 3.0774128025092], ['Washington D.C.', 2.573528110704471], ['Boston', 1.3416075202186803], ['Philapedia', 3.458307137672759], ['Washington D.C.', 2.85497890228161], ['Philapedia', 4.058255719973206], ['Washington D.C.', 2.464250774147519], ['Philapedia', 3.1855969367169275]]
[['New York City', 1.4601204008700601], ['Seattle', 5.3287487102894655], ['Seattle', 4.892659981803321], ['New York City', 1.6405361193182653], ['Seattle', 4.98530342715231], ['Washington D.C.', 2.9685267523444887], ['Seattle', 5.436662703807325], ['Seattle', 4.412657029413933], ['Seattle', 4.48531639353323], ['New York City', 1.0012127411991631]]
[['Washington D.C.', 2.7819963322170005], ['Washington D.C.', 3.153168273156896], ['Boston', 1.901576490145711], ['Boston', 1.737028531213266], ['Boston', 2.458390275331122], ['Washington D.C.', 3.3809139683238683], ['Boston', 1.8806461045438267], ['Boston', 2.0642551605781243], ['Boston', 1.9692196089683713], ['Seattle', 4.737299455960156]]
[['Boston', 1.8047783064302085], ['Boston', 2.468821021253249], ['Washington D.C.', 3.0394465215641384], ['New York City', 0.9119173576747519], ['Boston', 1.9812152938020207], ['Washington D.C.', 3.19073974389171], ['Washington D.C.', 3.379083501745835], ['Philapedia', 4.180842082513884], ['Washington D.C.', 2.802798830917069], ['Philapedia', 4.344492637007885]]
[['Washington D.C.', 3.287085145151213], ['Philapedia', 4.383120653579791], ['Philapedia', 4.169621661901137], ['Philapedia', 4.320515531563816], ['Washington D.C.', 2.552695111365497], ['Boston', 2.5053389462988362], ['Washington D.C.', 2.7729610550583756], ['Philapedia', 3.7539199142800794], ['New York City', 1.2412256339815826], ['New York City', 0.6627273397853084]]
[['Seattle', 5.339271283520238], ['Philapedia', 4.120454470528509], ['Seattle', 5.115317070532309], ['New York City', 0.5694080107186535], ['Seattle', 4.937833846309737], ['Seattle', 4.530731681764133], ['Seattle', 4.52026307992182], ['Seattle', 5.05128070141141], ['Philapedia', 3.661089247983869], ['Seattle', 4.981720849090244]]
[['New York City', 1.3541453745799585], ['New York City', 0.5172564106037126], ['Washington D.C.', 2.9893584705672525], ['Seattle', 4.9188052832170275], ['Seattle', 5.207006720203065], ['Washington D.C.', 2.692862579000254], ['New York City', 1.0909073207610973], ['Seattle', 5.047030846575674], ['New York City', 1.2674819714226038], ['New York City', 1.466669345561554]]
[['Philapedia', 4.596811361259693], ['Seattle', 5.023040810724377], ['New York City', 1.2091934616384943], ['Seattle', 5.187559321814098], ['Seattle', 5.031201926700302], ['New York City', 0.8821976171270167], ['New York City', 1.3867218770325038], ['Seattle', 5.0565201481567446], ['Seattle', 4.843525846948337], ['Seattle', 4.937308963546998]]
[['New York City', 0.7413373821346692], ['Seattle', 4.704159999270673], ['Seattle', 5.294571178320894], ['Seattle', 4.940987953315645], ['Washington D.C.', 3.334617925529924], ['New York City', 0.8346229694507121], ['Seattle', 5.035480438164323], ['New York City', 1.1386260027895108], ['Seattle', 5.169315006629758], ['New York City', 0.6029076169478422]]
[['Philapedia', 3.7312514525026694], ['Boston', 2.3405428565958415], ['Washington D.C.', 3.2358181611326353], ['Philapedia', 4.159094232954288], ['Washington D.C.', 2.7977448287737143], ['Washington D.C.', 2.830175684023919], ['Washington D.C.', 3.0205451468827764], ['Washington D.C.', 2.662728700582982], ['Washington D.C.', 2.8905019647806585], ['Washington D.C.', 3.5765467247217764]]
[['Boston', 1.8002336889140407], ['Washington D.C.', 3.384119445309054], ['New York City', 1.1058544189391524], ['New York City', 0.76044208571017], ['Washington D.C.', 2.797786832613863], ['Washington D.C.', 3.0412364702954138], ['Philapedia', 4.2163751001519625], ['Philapedia', 4.073617629991069], ['Washington D.C.', 3.1639608215719814], ['New York City', 1.2384839890828023]]
[['New York City', 1.3651873722604362], ['Washington D.C.', 3.0940864594440445], ['Washington D.C.', 3.3509049358302962], ['Washington D.C.', 3.1836320409694374], ['Washington D.C.', 3.0306994552075643], ['Philapedia', 3.917747947395241], ['Washington D.C.', 2.771451968819037], ['Washington D.C.', 2.902892908391634], ['Philapedia', 4.4001946466285835], ['Washington D.C.', 3.255690272754781]]
[['New York City', 0.9958080227530774], ['New York City', 0.7295289254675713], ['Seattle', 5.651998070942582], ['New York City', 0.8389718190838514], ['Seattle', 5.305944478162852], ['Seattle', 4.986629723719604], ['Philapedia', 4.216973949978833], ['Seattle', 5.1571179777343], ['New York City', 0.9632139449570942], ['New York City', 1.2057271178229327]]
[['Washington D.C.', 2.9798996347300535], ['Washington D.C.', 2.819762023972583], ['Philapedia', 3.5114650684045094], ['Philapedia', 3.621537582810053], ['Washington D.C.', 2.8369879755496017], ['Washington D.C.', 2.9787741548611857], ['Boston', 1.9936631763979948], ['Boston', 2.128462374199462], ['Philapedia', 3.753508396712607], ['Washington D.C.', 3.294411885147853]]
[['Philapedia', 3.8558258357269573], ['Philapedia', 3.804130342895086], ['New York City', 1.4490062144986804], ['New York City', 1.1028815917743457], ['Philapedia', 3.8251506330128806], ['Philapedia', 3.9863562581196446], ['New York City', 0.8147216827945152], ['Boston', 1.5451757709747562], ['Philapedia', 3.9768258279152793], ['Philapedia', 3.787935976537425]]
[['Boston', 2.1299111734898046], ['Philapedia', 4.342434868223964], ['Philapedia', 4.180685425532188], ['Philapedia', 3.583857579244108], ['Boston', 1.6961150099336846], ['Philapedia', 3.9857687356860674], ['Boston', 2.2986097854543024], ['Seattle', 4.677182084609021], ['Philapedia', 3.9841893693277033], ['Philapedia', 4.078309885230533]]
[['Washington D.C.', 3.4035411060990803], ['Boston', 1.616245118968991], ['Boston', 1.4944376475911345], ['Washington D.C.', 3.2365419220703493], ['New York City', 0.8392188224543035], ['Philapedia', 3.434151993591544], ['Boston', 1.6983750812136345], ['Washington D.C.', 3.369436505527735], ['Washington D.C.', 2.924379493674689], ['Washington D.C.', 3.2556123744510446]]
[['New York City', 1.2901574533281925], ['Washington D.C.', 2.980685733218909], ['Seattle', 4.577952444767987], ['Seattle', 5.1050734023391575], ['Philapedia', 4.333235671294644], ['Washington D.C.', 3.4509307425969444], ['New York City', 1.2873596539483283], ['Seattle', 5.006475025657732], ['New York City', 0.8253080455517575], ['Philapedia', 4.218447051032307]]
[['Seattle', 4.976994656099248], ['Philapedia', 4.105995706872419], ['Seattle', 5.321898142430189], ['Washington D.C.', 2.848764059147126], ['New York City', 0.6350315316850699], ['Washington D.C.', 3.0519733403213816], ['New York City', 1.3076014416248198], ['Seattle', 4.56899579223692], ['New York City', 0.764373268938659], ['Seattle', 4.863316855594428]]
[['Philapedia', 4.086375467882324], ['Seattle', 5.229341004647515], ['Boston', 1.700421464053773], ['Seattle', 5.030813270286682], ['Philapedia', 4.087054564418377], ['Washington D.C.', 3.095274872456318], ['Philapedia', 3.936108612777714], ['Philapedia', 4.168869199023801], ['Philapedia', 3.3531857327998473], ['Seattle', 4.662240773246237]]
[['Seattle', 4.670853071405276], ['Seattle', 5.054554805721345], ['Washington D.C.', 3.29672953844613], ['New York City', 0.9241547701093111], ['New York City', 0.7834197328750887], ['Philapedia', 3.412477501319864], ['Seattle', 5.165583165768394], ['Seattle', 4.589761475339698], ['Washington D.C.', 2.923874656399471], ['New York City', 0.5601455280686505]]
[['Seattle', 4.617738106281313], ['Seattle', 5.142102361450213], ['Philapedia', 4.141159755920029], ['New York City', 1.2697493462820537], ['Philapedia', 4.076879589277571], ['Seattle', 4.439908121860144], ['Washington D.C.', 2.759897289150142], ['Seattle', 5.120995649467121], ['New York City', 1.9231820764083691], ['Seattle', 4.900985483408312]]
[['New York City', 1.3555616958179608], ['New York City', 1.0830800735495965], ['Washington D.C.', 2.8113419142383504], ['Seattle', 4.59131612315344], ['New York City', 0.9167809377139482], ['New York City', 0.07778158301963478], ['New York City', 1.5660357744217026], ['Seattle', 5.128930225470875], ['New York City', 0.9344631675732396], ['Seattle', 4.909380719823347]]
[['New York City', 1.6483275905249357], ['Washington D.C.', 3.239423541941718], ['Washington D.C.', 3.2420768370449933], ['Philapedia', 3.974453160827772], ['Washington D.C.', 2.9650739799950716], ['Boston', 2.3058911337057397], ['Washington D.C.', 3.2218825445428436], ['Boston', 2.5625770634330345], ['Washington D.C.', 2.299368967478137], ['Washington D.C.', 3.4821538181815175]]
[['New York City', 0.4484742599600591], ['Washington D.C.', 3.2500696382953156], ['Philapedia', 3.915598781458752], ['New York City', 1.0777197002127188], ['Washington D.C.', 3.251468169370023], ['Washington D.C.', 3.4505005118480283], ['Boston', 1.6903642372772172], ['Washington D.C.', 3.084483921246508], ['New York City', 1.1434021357387985], ['Philapedia', 3.5732088920740357]]
[['Boston', 1.9541384976271563], ['Boston', 1.8201420580228822], ['Boston', 1.9407612850243683], ['Philapedia', 3.998058198868523], ['Philapedia', 4.426090499433551], ['Philapedia', 4.185102534141676], ['Washington D.C.', 3.5366680942649866], ['Philapedia', 3.8542015107829677], ['Washington D.C.', 3.2109729012498924], ['Washington D.C.', 3.375593136389734]]
[['Seattle', 5.7096013506446806], ['Washington D.C.', 3.7171772177976194], ['Washington D.C.', 2.8900141109657773], ['Washington D.C.', 1.9592725143313483], ['New York City', 0.9073221600376683], ['Washington D.C.', 2.445758390130665], ['Seattle', 4.8240584232759245], ['Boston', 1.5058952630677145], ['Boston', 2.264656478665449], ['New York City', 0.8518438697940267]]
[['Boston', 2.3080423004242636], ['Boston', 1.954090100435321], ['Boston', 2.0474641680456345], ['Boston', 1.6732270133321205], ['Boston', 2.292096016757318], ['Washington D.C.', 2.9670755636101207], ['Boston', 1.6666637550435122], ['Seattle', 5.08138145560156], ['Boston', 2.1076862425281666], ['Washington D.C.', 3.290927109309797]]
[['Washington D.C.', 2.8402612757363594], ['Philapedia', 4.152278714187929], ['Washington D.C.', 3.7249471198929824], ['Philapedia', 3.499609768750286], ['Washington D.C.', 2.8258827807353493], ['Washington D.C.', 2.815396515389779], ['Washington D.C.', 3.4850156551246534], ['New York City', 1.4947633460806586], ['Boston', 2.224198217777317], ['Boston', 1.5416229746802452]]
[['New York City', 1.0858391511903924], ['Seattle', 4.928206163945306], ['Washington D.C.', 2.7918052919858685], ['Seattle', 5.235038962852288], ['New York City', 1.3957898926276542], ['Washington D.C.', 2.8475387529614844], ['Seattle', 5.4446243487938375], ['New York City', 0.9841743116085762], ['Seattle', 4.948771064463849], ['Seattle', 5.29167687767204]]
[['Washington D.C.', 3.0061908809240627], ['Washington D.C.', 3.0471302526604416], ['Washington D.C.', 3.202336167908402], ['Washington D.C.', 3.3969119548415696], ['Washington D.C.', 3.500125921324299], ['Boston', 2.242109364449784], ['Washington D.C.', 3.399040141901708], ['Washington D.C.', 3.535660198510808], ['Philapedia', 4.095505855390995], ['Washington D.C.', 3.0506829273168194]]
[['New York City', 0.6596663698779048], ['New York City', 1.1487112489848115], ['New York City', 0.7670611160086722], ['Seattle', 5.096194888127284], ['Washington D.C.', 3.3379256978408263], ['New York City', 0.7303470639126333], ['Seattle', 5.108338184848898], ['Seattle', 4.892274311587966], ['Seattle', 5.355282246084076], ['Seattle', 5.215302682002953]]
[['Philapedia', 3.440125754619123], ['Seattle', 5.333312433255894], ['Seattle', 4.840902252787667], ['Seattle', 4.65043505339986], ['New York City', 0.7230076587094371], ['Washington D.C.', 3.098214880636843], ['Seattle', 5.361035948931432], ['Washington D.C.', 3.519437255797012], ['Washington D.C.', 3.464581504288629], ['Seattle', 5.251781112001938]]
[['Washington D.C.', 2.5969870175292216], ['Boston', 2.1393351440206145], ['Washington D.C.', 3.586206891026269], ['Washington D.C.', 3.071692118356212], ['Boston', 1.664748039921498], ['Washington D.C.', 3.0611690383419723], ['Washington D.C.', 2.682512084710363], ['Washington D.C.', 2.7799910344547074], ['Washington D.C.', 3.126797386941367], ['New York City', 1.2431978362384446]]
